,year,date,weekn,depth,depth_code,sampleid,filtration_volume ,extraction_date,Extracted_By,elution_volume,[DNA]ng/ul,A260/280,nifH,Notes,Date (BIO),Depth (CTD),Local Time,Salinity_x,Temperature_x,Oxygen,par,fluorometer,pH,theta,sigmaTheta,month_name,month,day,time_string_x,size_code,A260/230,season,julian_day,scan,temperature,conductivity,oxygenVoltage,fluorescence,PSAR,salinity,oxygen,scan2,fluorescence2,turbidity,time_string_time,mission_descriptor,event_id,sample_id,latitude,longitude,time,Chlorophyll A,Nitrate,Nitrite,Phosphate,Silicate,Ammonia,Salinity_y,Temperature_y,HPLC_ALLOX,HPLC_BUT19,HPLC_CHLA,HPLC_CHLB,HPLC_CHLC12,HPLC_CHLC3,HPLC_DIADINOX,HPLC_DIATOX,HPLC_FUCOX,HPLC_HEX19,HPLC_PERID,HPLC_ZEA,POC,PON,time_string_y,truedepth
10,2022.0,07-Jan,1.0,60.0,D,BB22.1DL,455.0,2023-07-14,Jenni,100.0,7.4,1.7,+,no aliquot - all in original tube,2022-01-07,60.0,12:20:07 PM,31.1487,5.8298,0.2217,0.00015,0.0,7.442,5.8251,24.5312,Jan,1.0,7.0,2022-01-07,L,,Winter,,,,,,,,,,,,,,18VA22667,1.0,483200.0,44.6937,-63.6403,1220.0,0.0138,23.93,0.2865,7.4225,44.075,0.5965,31.165350000000004,5.812200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.63333,24.65,2022-01-07,61.02
11,2022.0,07-Jan,1.0,60.0,D,BB22.1DS,455.0,2023-07-14,Jenni,100.0,23.6,1.78,+,no aliquot - all in original tube,2022-01-07,60.0,12:20:07 PM,31.1487,5.8298,0.2217,0.00015,0.0,7.442,5.8251,24.5312,Jan,1.0,7.0,2022-01-07,S,,Winter,,,,,,,,,,,,,,18VA22667,1.0,483200.0,44.6937,-63.6403,1220.0,0.0138,23.93,0.2865,7.4225,44.075,0.5965,31.165350000000004,5.812200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.63333,24.65,2022-01-07,61.02
12,2022.0,07-Jan,1.0,60.0,D,-,455.0,2023-07-31,Jenni,100.0,52.2,1.93,+,Didn't add a 30m depth bottle until following week,2022-01-07,30.0,12:19:29 PM,30.8782,6.9136,4.4207,0.0,0.0,7.828,6.9111,24.185,Jan,1.0,7.0,2022-01-07,W,,Winter,,,,,,,,,,,,,,18VA22667,1.0,483200.0,44.6937,-63.6403,1220.0,0.0138,23.93,0.2865,7.4225,44.075,0.5965,31.165350000000004,5.812200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.63333,24.65,2022-01-07,61.02
13,2022.0,12-Jan,2.0,1.0,A,BB22.2A,530.0,2023-05-04,Jenni,100.0,33.0,1.87,+,Didn't add a 30m depth bottle until following week,2022-01-12,1.0,2:53:36 PM,28.6579,2.7423,6.9896,283.83,6.1486,8.054,2.7423,22.8449,Jan,1.0,12.0,2022-01-12,W,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483207.0,44.6937,-63.6403,1448.0,1.10279,10.89,0.4365,1.139,12.755,3.3695,10.612,2.5086,0.179,0.0,1.458,0.108,0.111,0.0,0.055,0.0,0.154,0.029,0.09,0.0,,,2022-01-12,0.28
14,2022.0,12-Jan,2.0,1.0,A,BB22.2AL,475.0,2023-07-14,Jenni,100.0,4.3,1.57,+,Didn't add a 30m depth bottle until following week,2022-01-12,1.0,2:53:36 PM,28.6579,2.7423,6.9896,283.83,6.1486,8.054,2.7423,22.8449,Jan,1.0,12.0,2022-01-12,L,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483207.0,44.6937,-63.6403,1448.0,1.10279,10.89,0.4365,1.139,12.755,3.3695,10.612,2.5086,0.179,0.0,1.458,0.108,0.111,0.0,0.055,0.0,0.154,0.029,0.09,0.0,,,2022-01-12,0.28
15,2022.0,12-Jan,2.0,1.0,A,BB22.2AS,475.0,2023-07-14,Jenni,100.0,16.9,1.71,+,Didn't add a 30m depth bottle until following week,2022-01-12,1.0,2:53:36 PM,28.6579,2.7423,6.9896,283.83,6.1486,8.054,2.7423,22.8449,Jan,1.0,12.0,2022-01-12,S,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483207.0,44.6937,-63.6403,1448.0,1.10279,10.89,0.4365,1.139,12.755,3.3695,10.612,2.5086,0.179,0.0,1.458,0.108,0.111,0.0,0.055,0.0,0.154,0.029,0.09,0.0,,,2022-01-12,0.28
16,2022.0,12-Jan,2.0,5.0,B,BB22.2B,550.0,2023-05-04,Jenni,100.0,26.3,1.88,+,Didn't add a 30m depth bottle until following week,2022-01-12,5.0,2:53:43 PM,29.2324,4.135,6.5305,23.805,7.1255,8.034,4.1347,23.1892,Jan,1.0,12.0,2022-01-12,W,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483206.0,44.6937,-63.6403,1449.0,0.75117,10.44,0.406,1.145,12.285,2.834,28.267100000000003,4.1276,0.122,0.0,1.249,0.163,0.088,0.0,0.05,0.0,0.146,0.036,0.095,0.027,233.71667,33.75,2022-01-12,5.78
17,2022.0,12-Jan,2.0,5.0,B,BB22.2BL,500.0,2023-07-14,Jenni,100.0,5.2,17.9,+,Didn't add a 30m depth bottle until following week,2022-01-12,5.0,2:53:43 PM,29.2324,4.135,6.5305,23.805,7.1255,8.034,4.1347,23.1892,Jan,1.0,12.0,2022-01-12,L,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483206.0,44.6937,-63.6403,1449.0,0.75117,10.44,0.406,1.145,12.285,2.834,28.267100000000003,4.1276,0.122,0.0,1.249,0.163,0.088,0.0,0.05,0.0,0.146,0.036,0.095,0.027,233.71667,33.75,2022-01-12,5.78
18,2022.0,12-Jan,2.0,5.0,B,BB22.2BS,500.0,2023-07-14,Jenni,100.0,17.9,1.76,+,Didn't add a 30m depth bottle until following week,2022-01-12,5.0,2:53:43 PM,29.2324,4.135,6.5305,23.805,7.1255,8.034,4.1347,23.1892,Jan,1.0,12.0,2022-01-12,S,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483206.0,44.6937,-63.6403,1449.0,0.75117,10.44,0.406,1.145,12.285,2.834,28.267100000000003,4.1276,0.122,0.0,1.249,0.163,0.088,0.0,0.05,0.0,0.146,0.036,0.095,0.027,233.71667,33.75,2022-01-12,5.78
19,2022.0,12-Jan,2.0,10.0,C,BB22.2C,580.0,2023-05-04,Jenni,100.0,25.4,1.87,+,Didn't add a 30m depth bottle until following week,2022-01-12,10.0,2:53:49 PM,29.5405,4.5481,6.1707,6.0176,5.5078,8.022,4.5475,23.395,Jan,1.0,12.0,2022-01-12,W,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483205.0,44.6937,-63.6403,1449.0,0.29611,10.2,0.39,1.136,11.755,2.3185,28.694000000000003,4.8128,0.041,0.0,0.51,0.106,0.033,0.0,0.0,0.0,0.107,0.024,0.0,0.0,,,2022-01-12,10.63
20,2022.0,12-Jan,2.0,10.0,C,BB22.2CL,450.0,2023-07-14,Jenni,100.0,6.2,1.65,+,Didn't add a 30m depth bottle until following week,2022-01-12,10.0,2:53:49 PM,29.5405,4.5481,6.1707,6.0176,5.5078,8.022,4.5475,23.395,Jan,1.0,12.0,2022-01-12,L,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483205.0,44.6937,-63.6403,1449.0,0.29611,10.2,0.39,1.136,11.755,2.3185,28.694000000000003,4.8128,0.041,0.0,0.51,0.106,0.033,0.0,0.0,0.0,0.107,0.024,0.0,0.0,,,2022-01-12,10.63
21,2022.0,12-Jan,2.0,10.0,C,BB22.2CS,450.0,2023-07-14,Jenni,100.0,6.2,17.1,+,Didn't add a 30m depth bottle until following week,2022-01-12,10.0,2:53:49 PM,29.5405,4.5481,6.1707,6.0176,5.5078,8.022,4.5475,23.395,Jan,1.0,12.0,2022-01-12,S,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483205.0,44.6937,-63.6403,1449.0,0.29611,10.2,0.39,1.136,11.755,2.3185,28.694000000000003,4.8128,0.041,0.0,0.51,0.106,0.033,0.0,0.0,0.0,0.107,0.024,0.0,0.0,,,2022-01-12,10.63
22,2022.0,12-Jan,2.0,30.0,E,BB22.2E,600.0,2023-07-14,Jenni,100.0,20.4,1.79,+,Didn't add a 30m depth bottle until following week,2022-01-12,30.0,2:54:14 PM,30.8175,6.7399,4.2173,0.02955,1.8879,7.879,6.7374,24.1593,Jan,1.0,12.0,2022-01-12,W,,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2022.0,12-Jan,2.0,30.0,E,BB22.2EL,580.0,2023-07-14,Jenni,100.0,8.8,1.62,+,Didn't add a 30m depth bottle until following week,2022-01-12,30.0,2:54:14 PM,30.8175,6.7399,4.2173,0.02955,1.8879,7.879,6.7374,24.1593,Jan,1.0,12.0,2022-01-12,L,,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2022.0,12-Jan,2.0,30.0,E,BB22.2ES,580.0,2023-07-14,Jenni,100.0,37.1,1.6,+,Didn't add a 30m depth bottle until following week,2022-01-12,30.0,2:54:14 PM,30.8175,6.7399,4.2173,0.02955,1.8879,7.879,6.7374,24.1593,Jan,1.0,12.0,2022-01-12,S,,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2022.0,12-Jan,2.0,60.0,D,BB22.2D,550.0,2023-05-04,Jenni,100.0,27.1,1.88,+,Didn't add a 30m depth bottle until following week,2022-01-12,60.0,2:54:52 PM,31.1687,6.1368,0.4779,0.0,0.7857,7.403,6.132,24.5107,Jan,1.0,12.0,2022-01-12,W,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483204.0,44.6937,-63.6403,1454.0,0.00518,23.48,0.0495,6.918500000000001,37.54,0.055,31.1783,6.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.31666,24.95,2022-01-12,60.98
26,2022.0,12-Jan,2.0,60.0,D,BB22.2DL,540.0,2023-07-14,Jenni,100.0,10.5,1.67,+,Didn't add a 30m depth bottle until following week,2022-01-12,60.0,2:54:52 PM,31.1687,6.1368,0.4779,0.0,0.7857,7.403,6.132,24.5107,Jan,1.0,12.0,2022-01-12,L,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483204.0,44.6937,-63.6403,1454.0,0.00518,23.48,0.0495,6.918500000000001,37.54,0.055,31.1783,6.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.31666,24.95,2022-01-12,60.98
27,2022.0,12-Jan,2.0,60.0,D,BB22.2DS,540.0,2023-07-14,Jenni,100.0,34.4,1.81,+,Didn't add a 30m depth bottle until following week,2022-01-12,60.0,2:54:52 PM,31.1687,6.1368,0.4779,0.0,0.7857,7.403,6.132,24.5107,Jan,1.0,12.0,2022-01-12,S,,Winter,,,,,,,,,,,,,,18VA22667,2.0,483204.0,44.6937,-63.6403,1454.0,0.00518,23.48,0.0495,6.918500000000001,37.54,0.055,31.1783,6.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.31666,24.95,2022-01-12,60.98
28,2022.0,26-Jan,3.0,1.0,A,BB22.3A,425.0,2023-07-14,Jenni,100.0,21.8,1.77,+,Didn't add a 30m depth bottle until following week,2022-01-26,1.0,12:42:48 PM,28.4565,1.6557,7.2805,226.47,4.982,7.967,1.6556,22.7531,Jan,1.0,26.0,2022-01-26,W,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483211.0,44.6937,-63.6403,1238.0,0.38358,10.885,0.4075,1.19,12.855,3.049,28.3338,1.6269,0.135,0.0,1.666,0.083,0.134,0.0,0.093,0.0,0.145,0.0,0.221,0.0,,,2022-01-26,1.91
29,2022.0,26-Jan,3.0,1.0,A,BB22.3AL,450.0,2023-07-19,Jenni,100.0,4.2,1.51,+,Didn't add a 30m depth bottle until following week,2022-01-26,1.0,12:42:48 PM,28.4565,1.6557,7.2805,226.47,4.982,7.967,1.6556,22.7531,Jan,1.0,26.0,2022-01-26,L,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483211.0,44.6937,-63.6403,1238.0,0.38358,10.885,0.4075,1.19,12.855,3.049,28.3338,1.6269,0.135,0.0,1.666,0.083,0.134,0.0,0.093,0.0,0.145,0.0,0.221,0.0,,,2022-01-26,1.91
30,2022.0,26-Jan,3.0,1.0,A,BB22.3AS,450.0,2023-07-19,Jenni,100.0,11.5,1.81,+,Didn't add a 30m depth bottle until following week,2022-01-26,1.0,12:42:48 PM,28.4565,1.6557,7.2805,226.47,4.982,7.967,1.6556,22.7531,Jan,1.0,26.0,2022-01-26,S,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483211.0,44.6937,-63.6403,1238.0,0.38358,10.885,0.4075,1.19,12.855,3.049,28.3338,1.6269,0.135,0.0,1.666,0.083,0.134,0.0,0.093,0.0,0.145,0.0,0.221,0.0,,,2022-01-26,1.91
31,2022.0,26-Jan,3.0,5.0,B,BB22.3B,440.0,2023-07-14,Jenni,100.0,25.3,1.78,+,Didn't add a 30m depth bottle until following week,2022-01-26,5.0,12:42:57 PM,29.4783,3.574,6.4562,27.419,4.9534,7.946,3.5737,23.4336,Jan,1.0,26.0,2022-01-26,W,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483210.0,44.6937,-63.6403,1238.0,0.97493,10.84,0.412,1.2025,12.58,2.721,27.9184,2.1140000000000003,0.138,0.0,1.369,0.092,0.099,0.0,0.055,0.0,0.125,0.0,0.125,0.0,189.76667,28.66667,2022-01-26,5.43
32,2022.0,26-Jan,3.0,5.0,B,BB22.3BL,470.0,2023-07-19,Jenni,100.0,5.8,1.72,+,Didn't add a 30m depth bottle until following week,2022-01-26,5.0,12:42:57 PM,29.4783,3.574,6.4562,27.419,4.9534,7.946,3.5737,23.4336,Jan,1.0,26.0,2022-01-26,L,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483210.0,44.6937,-63.6403,1238.0,0.97493,10.84,0.412,1.2025,12.58,2.721,27.9184,2.1140000000000003,0.138,0.0,1.369,0.092,0.099,0.0,0.055,0.0,0.125,0.0,0.125,0.0,189.76667,28.66667,2022-01-26,5.43
33,2022.0,26-Jan,3.0,5.0,B,BB22.3BS,470.0,2023-07-19,Jenni,100.0,28.1,1.7,+,Didn't add a 30m depth bottle until following week,2022-01-26,5.0,12:42:57 PM,29.4783,3.574,6.4562,27.419,4.9534,7.946,3.5737,23.4336,Jan,1.0,26.0,2022-01-26,S,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483210.0,44.6937,-63.6403,1238.0,0.97493,10.84,0.412,1.2025,12.58,2.721,27.9184,2.1140000000000003,0.138,0.0,1.369,0.092,0.099,0.0,0.055,0.0,0.125,0.0,0.125,0.0,189.76667,28.66667,2022-01-26,5.43
34,2022.0,26-Jan,3.0,10.0,C,BB22.3C,500.0,2023-07-14,Jenni,100.0,20.1,1.76,+,Didn't add a 30m depth bottle until following week,2022-01-26,10.0,12:43:06 PM,29.8436,3.8463,6.3398,5.802,1.8556,7.926,3.8457,23.7007,Jan,1.0,26.0,2022-01-26,W,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483209.0,44.6937,-63.6403,1238.0,0.0,10.56,0.319,1.2065,11.45,1.42,28.6179,3.8865,0.02,0.0,0.286,0.045,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,,,2022-01-26,10.54
35,2022.0,26-Jan,3.0,10.0,C,BB22.3CL,450.0,2023-07-19,Jenni,100.0,7.0,1.72,+,Didn't add a 30m depth bottle until following week,2022-01-26,10.0,12:43:06 PM,29.8436,3.8463,6.3398,5.802,1.8556,7.926,3.8457,23.7007,Jan,1.0,26.0,2022-01-26,L,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483209.0,44.6937,-63.6403,1238.0,0.0,10.56,0.319,1.2065,11.45,1.42,28.6179,3.8865,0.02,0.0,0.286,0.045,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,,,2022-01-26,10.54
36,2022.0,26-Jan,3.0,10.0,C,BB22.3CS,450.0,2023-07-19,Jenni,100.0,10.4,1.78,+,Didn't add a 30m depth bottle until following week,2022-01-26,10.0,12:43:06 PM,29.8436,3.8463,6.3398,5.802,1.8556,7.926,3.8457,23.7007,Jan,1.0,26.0,2022-01-26,S,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483209.0,44.6937,-63.6403,1238.0,0.0,10.56,0.319,1.2065,11.45,1.42,28.6179,3.8865,0.02,0.0,0.286,0.045,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,,,2022-01-26,10.54
37,2022.0,26-Jan,3.0,30.0,E,BB22.3E,520.0,2023-07-14,Jenni,100.0,20.0,1.78,+,Didn't add a 30m depth bottle until following week,2022-01-26,30.0,12:43:36 PM,30.3388,3.8862,6.0881,1e-05,1.8608,7.923,3.8844,24.0908,Jan,1.0,26.0,2022-01-26,W,,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022.0,26-Jan,3.0,30.0,E,BB22.3EL,610.0,2023-07-19,Jenni,100.0,4.3,1.58,+,Didn't add a 30m depth bottle until following week,2022-01-26,30.0,12:43:36 PM,30.3388,3.8862,6.0881,1e-05,1.8608,7.923,3.8844,24.0908,Jan,1.0,26.0,2022-01-26,L,,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022.0,26-Jan,3.0,30.0,E,BB22.3ES,610.0,2023-07-19,Jenni,100.0,13.1,1.95,+,Didn't add a 30m depth bottle until following week,2022-01-26,30.0,12:43:36 PM,30.3388,3.8862,6.0881,1e-05,1.8608,7.923,3.8844,24.0908,Jan,1.0,26.0,2022-01-26,S,,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022.0,26-Jan,3.0,60.0,D,BB22.3D,495.0,2023-07-14,Jenni,100.0,40.2,1.79,+,Didn't add a 30m depth bottle until following week,2022-01-26,60.0,12:44:24 PM,31.1773,6.2024,0.3437,0.0,0.8939,7.432,6.1976,24.5096,Jan,1.0,26.0,2022-01-26,W,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483208.0,44.6937,-63.6403,1244.0,0.01035,24.315,0.2265,7.932,42.36,0.055,31.1895,6.1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.96666,24.88333,2022-01-26,60.85
41,2022.0,26-Jan,3.0,60.0,D,BB22.3DL,510.0,2023-07-19,Jenni,100.0,11.3,1.93,+,Didn't add a 30m depth bottle until following week,2022-01-26,60.0,12:44:24 PM,31.1773,6.2024,0.3437,0.0,0.8939,7.432,6.1976,24.5096,Jan,1.0,26.0,2022-01-26,L,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483208.0,44.6937,-63.6403,1244.0,0.01035,24.315,0.2265,7.932,42.36,0.055,31.1895,6.1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.96666,24.88333,2022-01-26,60.85
42,2022.0,26-Jan,3.0,60.0,D,BB22.3DS,510.0,2023-07-19,Jenni,100.0,23.4,1.94,+,Didn't add a 30m depth bottle until following week,2022-01-26,60.0,12:44:24 PM,31.1773,6.2024,0.3437,0.0,0.8939,7.432,6.1976,24.5096,Jan,1.0,26.0,2022-01-26,S,,Winter,,,,,,,,,,,,,,18VA22667,3.0,483208.0,44.6937,-63.6403,1244.0,0.01035,24.315,0.2265,7.932,42.36,0.055,31.1895,6.1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.96666,24.88333,2022-01-26,60.85
43,2022.0,02-Feb,4.0,1.0,A,BB22.4A,475.0,2023-07-19,Jenni,100.0,17.2,1.81,+,Didn't add a 30m depth bottle until following week,2022-02-02,1.0,12:57:13 PM,29.0983,1.4711,7.1771,170.58,3.7834,8.058,1.471,23.2777,Feb,2.0,2.0,2022-02-02,W,,Winter,,,,,,,,,,,,,,18VA22667,4.0,483215.0,44.6937,-63.6403,1252.0,0.3388,10.565,0.314,1.318,12.195,4.8635,27.3872,1.4728,0.048,0.0,0.673,0.0,0.053,0.0,0.063,0.0,0.11,0.0,0.081,0.0,,,2022-02-02,1.85
