Genus,L5,S5,W5,feature_frequency
g__BD7-11,1.0,1.0,1.0,4279.0
g__BD7-8,1.0,1.0,1.0,2013.0
g__BSV26,0.0,0.0,1.0,13.0
g__Babeliaceae,0.0,1.0,0.0,2.0
g__Babeliales,1.0,1.0,0.0,51.0
g__Bacteriovorax,0.0,1.0,0.0,4.0
g__Bacteroides,1.0,1.0,1.0,8034.0
g__Bacteroidetes_BD2-2,1.0,1.0,0.0,103.0
g__Bacteroidetes_VC2.1_Bac22,1.0,1.0,1.0,885.0
g__Balneola,1.0,1.0,1.0,515.0
g__Barnesiella,0.0,1.0,1.0,75.0
g__Bdellovibrio,0.0,1.0,1.0,4.0
g__Blastocatella,0.0,1.0,0.0,10.0
g__Blastopirellula,1.0,1.0,1.0,31539.0
g__Blautia,1.0,1.0,0.0,250.0
g__Blfdi19,0.0,1.0,0.0,154.0
g__Bosea,1.0,0.0,0.0,33.0
g__Bradymonadales,1.0,1.0,1.0,932.0
g__Bradyrhizobium,1.0,1.0,1.0,190.0
g__Brevundimonas,1.0,1.0,1.0,129.0
g__Bryobacter,1.0,0.0,0.0,44.0
g__Burkholderia-Caballeronia-Paraburkholderia,1.0,0.0,0.0,31.0
g__Butyricicoccus,0.0,1.0,1.0,21.0
g__Butyricimonas,0.0,1.0,0.0,21.0
g__Bythopirellula,1.0,0.0,0.0,7.0
g__C1-B045,1.0,1.0,0.0,32.0
g__C39,0.0,1.0,0.0,29.0
g__CAG-352,1.0,0.0,0.0,20.0
g__CAG-873,0.0,0.0,1.0,2.0
g__CHAB-XI-27,1.0,1.0,0.0,143.0
g__CL500-29_marine_group,0.0,0.0,1.0,13.0
g__CL500-3,1.0,1.0,1.0,10243.0
g__Caenarcaniphilales,0.0,1.0,0.0,63.0
g__Calditrichaceae,1.0,0.0,0.0,32.0
g__Candidatus_Actinomarina,1.0,1.0,1.0,22266.0
g__Candidatus_Altiarchaeum,0.0,0.0,1.0,9.0
g__Candidatus_Amesbacteria,0.0,0.0,1.0,2.0
g__Candidatus_Aquiluna,0.0,1.0,1.0,3382.0
g__Candidatus_Berkiella,1.0,1.0,1.0,355.0
g__Candidatus_Caldatribacterium,0.0,0.0,1.0,2.0
g__Candidatus_Endoecteinascidia,1.0,1.0,1.0,138.0
g__Candidatus_Latescibacter,0.0,0.0,1.0,13.0
g__Candidatus_Megaira,1.0,1.0,1.0,909.0
g__Candidatus_Methylopumilus,1.0,1.0,1.0,849.0
g__Candidatus_Nitrosopelagicus,0.0,1.0,1.0,540.0
g__Candidatus_Nitrosopumilus,1.0,1.0,1.0,241424.0
g__Candidatus_Omnitrophus,1.0,1.0,1.0,559.0
g__Candidatus_Ovatusbacter,0.0,1.0,0.0,5.0
g__Candidatus_Puniceispirillum,1.0,1.0,1.0,8479.0
g__Candidatus_Solibacter,0.0,1.0,1.0,26.0
g__Candidatus_Tenderia,1.0,1.0,0.0,150.0
g__Candidatus_Thiobios,1.0,0.0,0.0,2.0
g__Catenibacterium,1.0,0.0,0.0,4.0
g__Caulobacter,1.0,0.0,1.0,55.0
g__Cavicella,1.0,0.0,1.0,52.0
g__Cellvibrio,1.0,1.0,1.0,129.0
g__Cephaloticoccus,0.0,0.0,1.0,8.0
g__Cerasicoccus,1.0,1.0,0.0,31.0
g__Chloroplast,1.0,1.0,1.0,721306.0
g__Christensenellaceae_R-7_group,1.0,1.0,1.0,187.0
g__Chryseobacterium,1.0,1.0,1.0,1362.0
g__Chthoniobacter,0.0,1.0,0.0,7.0
g__Clade_II,1.0,1.0,1.0,67307.0
g__Clade_III,1.0,1.0,1.0,4895.0
g__Clade_IV,0.0,1.0,1.0,1990.0
g__Clade_Ia,1.0,1.0,1.0,221714.0
g__Clade_Ib,0.0,1.0,0.0,620.0
g__Cloacibacterium,1.0,1.0,0.0,32.0
g__Clostridia_UCG-014,1.0,0.0,1.0,80.0
g__Clostridia_vadinBB60_group,0.0,1.0,0.0,16.0
g__Clostridium_sensu_stricto_1,0.0,0.0,1.0,15.0
g__Clostridium_sensu_stricto_13,1.0,1.0,1.0,138.0
g__Cm1-21,1.0,1.0,1.0,4714.0
g__Cobetia,0.0,0.0,1.0,38.0
g__Colidextribacter,1.0,0.0,1.0,21.0
g__Colwellia,1.0,1.0,1.0,101004.0
g__Comamonas,1.0,1.0,1.0,122.0
g__Coprococcus,1.0,0.0,0.0,9.0
g__Coxiella,1.0,1.0,1.0,1655.0
g__Croceibacter,1.0,1.0,1.0,359.0
g__Croceicoccus,1.0,1.0,1.0,509.0
g__Crocinitomix,1.0,1.0,1.0,32718.0
g__Cryomorpha,1.0,0.0,0.0,5.0
g__Cupriavidus,1.0,1.0,0.0,46.0
g__Curvibacter,1.0,1.0,0.0,2435.0
g__Cyclobacterium,1.0,0.0,0.0,17.0
g__Cycloclasticus,0.0,1.0,0.0,88.0
g__Cytophaga,1.0,0.0,0.0,25.0
g__DEV007,1.0,1.0,1.0,9354.0
g__DMER64,1.0,1.0,1.0,33.0
g__Dadabacteriales,0.0,1.0,1.0,3990.0
g__Dechloromonas,1.0,1.0,1.0,948.0
g__Deferrisoma,1.0,0.0,0.0,2.0
g__Defluviitaleaceae_UCG-011,1.0,0.0,0.0,14.0
g__Desulfatiglans,1.0,0.0,1.0,148.0
g__Desulfobulbus,1.0,1.0,0.0,21.0
g__Desulforhopalus,1.0,0.0,1.0,34.0
g__Desulfotalea,1.0,0.0,0.0,128.0
g__Desulfovibrio,1.0,1.0,0.0,53.0
g__Devosia,1.0,0.0,1.0,33.0
g__Dialister,1.0,1.0,1.0,55.0
g__Dokdonella,1.0,1.0,1.0,97.0
g__Dorea,1.0,1.0,1.0,161.0
g__Draconibacterium,1.0,0.0,1.0,137.0
g__Duganella,1.0,0.0,0.0,36.0
g__Dyadobacter,1.0,0.0,0.0,57.0
g__Dyella,1.0,1.0,1.0,5737.0
g__EF100-94H03,1.0,1.0,1.0,920.0
g__Edaphobaculum,0.0,1.0,1.0,84.0
g__Ellin6067,0.0,1.0,0.0,6.0
g__Empedobacter,1.0,1.0,0.0,23.0
g__Enhydrobacter,1.0,1.0,1.0,48.0
g__Erysipelotrichaceae_UCG-003,1.0,1.0,0.0,45.0
g__Erythrobacter,1.0,1.0,1.0,2619.0
g__Escherichia-Shigella,0.0,1.0,0.0,53.0
g__Eudoraea,1.0,0.0,0.0,132.0
g__FCPU426,0.0,1.0,0.0,13.0
g__FS140-16B-02_marine_group,1.0,1.0,1.0,2762.0
g__FTLpost3,0.0,1.0,0.0,29.0
g__Faecalibacterium,1.0,1.0,1.0,1393.0
g__Ferruginibacter,1.0,0.0,1.0,137.0
g__Filomicrobium,1.0,1.0,1.0,1237.0
g__Fimbriiglobus,1.0,0.0,0.0,3.0
g__Flavicella,0.0,0.0,1.0,79.0
g__Flavobacteriaceae,1.0,0.0,0.0,5.0
g__Flavobacterium,1.0,1.0,1.0,7018.0
g__Flavonifractor,1.0,1.0,0.0,10.0
g__Flectobacillus,0.0,1.0,0.0,40.0
g__Flexilinea,1.0,0.0,0.0,2.0
g__Fluviicola,1.0,1.0,1.0,155740.0
g__Formosa,1.0,1.0,1.0,13145.0
g__Francisella,0.0,1.0,1.0,73.0
g__Fuerstia,1.0,1.0,1.0,33234.0
g__FukuN18_freshwater_group,1.0,0.0,0.0,4.0
g__Fusicatenibacter,1.0,1.0,1.0,123.0
g__Fusobacterium,1.0,1.0,1.0,39.0
g__GKS98_freshwater_group,0.0,1.0,1.0,196.0
g__GOUTA6,0.0,1.0,0.0,4.0
g__GW2011_GWC1_47_15,0.0,1.0,0.0,19.0
g__GWC2-45-44,0.0,1.0,0.0,3.0
g__GWE2-31-10,0.0,1.0,0.0,2.0
g__Ga0077536,1.0,1.0,1.0,2463.0
g__Gemmata,1.0,0.0,1.0,49.0
g__Gemmatimonas,1.0,0.0,0.0,8.0
g__Giesbergeria,1.0,0.0,0.0,8.0
g__Gillisia,0.0,1.0,0.0,14.0
g__Gimesia,1.0,1.0,1.0,6999.0
g__Glaciecola,1.0,1.0,1.0,32325.0
g__Gramella,0.0,1.0,1.0,154.0
g__Granulosicoccus,1.0,0.0,1.0,54.0
g__HOC36,0.0,1.0,1.0,679.0
g__Halioglobus,1.0,1.0,1.0,5950.0
g__Halobacteriovorax,1.0,1.0,1.0,6464.0
g__Halomonas,1.0,1.0,0.0,407.0
g__Hellea,1.0,1.0,1.0,101.0
g__Henriciella,0.0,1.0,1.0,244.0
g__Hoeflea,1.0,0.0,1.0,29.0
g__Holdemanella,1.0,1.0,1.0,29.0
g__Holophagaceae,1.0,1.0,0.0,6.0
g__Hydrogenedensaceae,1.0,1.0,1.0,1759.0
g__Hydrogenophaga,1.0,1.0,1.0,4512.0
g__Hydrotalea,1.0,1.0,0.0,1843.0
g__Hyphomonas,1.0,1.0,1.0,527.0
g__Hypnocyclicus,1.0,1.0,1.0,321.0
g__IS-44,0.0,1.0,1.0,6073.0
g__Idiomarina,0.0,1.0,0.0,373.0
g__Ilumatobacter,1.0,1.0,1.0,1007.0
g__Incertae_Sedis,0.0,1.0,0.0,17.0
g__Inquilinus,0.0,1.0,0.0,3.0
g__Izimaplasma,0.0,0.0,1.0,265.0
g__JG36-TzT-191,0.0,0.0,1.0,34.0
g__JGI_0001001-H03,0.0,1.0,0.0,2.0
g__JL-ETNP-F27,1.0,1.0,1.0,1101.0
g__JS1,0.0,0.0,1.0,18.0
g__JTB23,0.0,1.0,0.0,248.0
g__Janthinobacterium,1.0,1.0,1.0,1400.0
g__Johnsonella,1.0,0.0,0.0,2.0
g__KD1-131,1.0,0.0,0.0,4.0
g__KD3-93,1.0,1.0,0.0,61.0
g__KF-JG30-B3,1.0,1.0,1.0,680.0
g__KF-JG30-C25,0.0,1.0,0.0,2.0
g__KI89A_clade,1.0,1.0,1.0,5438.0
g__Kaistia,0.0,1.0,0.0,15.0
g__Kapabacteriales,1.0,1.0,1.0,53.0
g__Kordiimonas,1.0,1.0,1.0,2284.0
g__LCP-89,0.0,0.0,1.0,113.0
g__LD29,1.0,0.0,0.0,2.0
g__LS-NOB,1.0,1.0,1.0,148682.0
g__Labilibacter,1.0,0.0,0.0,15.0
g__Labrenzia,1.0,0.0,0.0,14.0
g__Lachnoclostridium,0.0,1.0,0.0,31.0
g__Lachnospira,0.0,0.0,1.0,7.0
g__Lachnospiraceae_NK4A136_group,1.0,0.0,1.0,50.0
g__Lachnospiraceae_UCG-004,0.0,0.0,1.0,10.0
g__Lachnospiraceae_UCG-010,0.0,1.0,0.0,4.0
g__Lacibacter,1.0,0.0,0.0,13.0
g__Lacihabitans,1.0,0.0,0.0,49.0
g__Lactococcus,1.0,1.0,1.0,421.0
g__Lacunisphaera,1.0,1.0,0.0,10.0
g__Lamprocystis,0.0,1.0,1.0,6.0
g__Latescibacteraceae,0.0,1.0,1.0,15.0
g__Latescibacterota,1.0,0.0,0.0,500.0
g__Leeuwenhoekiella,0.0,1.0,0.0,393.0
g__Legionella,1.0,1.0,0.0,836.0
g__Lenti-02,1.0,0.0,0.0,7.0
g__Lentibacter,1.0,1.0,1.0,1825.0
g__Lentimicrobiaceae,1.0,0.0,0.0,142.0
g__Lentimonas,1.0,1.0,1.0,2606.0
g__Leptotrichia,1.0,1.0,1.0,1111.0
g__Leucothrix,1.0,1.0,0.0,27.0
g__Lewinella,1.0,1.0,1.0,29531.0
g__LiUU-11-161,1.0,0.0,0.0,3.0
g__Limnobacter,1.0,1.0,1.0,1488.0
g__Limnohabitans,0.0,1.0,0.0,218.0
g__Lineage_IIa,0.0,1.0,0.0,13.0
g__Lineage_IV,1.0,1.0,0.0,39.0
g__Litoricola,0.0,1.0,1.0,877.0
g__Litorivivens,1.0,0.0,0.0,13.0
g__Luminiphilus,1.0,1.0,1.0,5481.0
g__Luteibacter,1.0,0.0,0.0,153.0
g__Luteibaculum,1.0,1.0,1.0,1248.0
g__Luteolibacter,0.0,0.0,1.0,9.0
g__Lutibacter,1.0,0.0,0.0,213.0
g__Lutimonas,1.0,0.0,0.0,282.0
g__Lutispora,0.0,1.0,0.0,2.0
g__MB11C04_marine_group,0.0,1.0,0.0,332.0
g__MD3-55,1.0,1.0,1.0,1233.0
g__ML602J-51,0.0,1.0,1.0,101.0
g__ML602M-17,0.0,1.0,0.0,2.0
g__MND1,0.0,1.0,1.0,47.0
g__MSBL3,1.0,1.0,0.0,85.0
g__MSBL8,1.0,0.0,0.0,22.0
g__Macellibacteroides,1.0,1.0,1.0,90.0
g__Magnetospira,1.0,1.0,1.0,19749.0
g__Margulisbacteria,1.0,1.0,1.0,269.0
g__Maribacter,1.0,0.0,0.0,105.0
g__Maribius,1.0,0.0,0.0,20.0
g__Marinagarivorans,1.0,1.0,0.0,36.0
g__Marine_Group_II,1.0,1.0,1.0,50782.0
g__Marine_Group_III,0.0,1.0,0.0,34.0
g__Marinifilum,1.0,1.0,0.0,1672.0
g__Marinimicrobia_(SAR406_clade),1.0,1.0,1.0,34150.0
g__Marinomonas,0.0,1.0,0.0,43.0
g__Marinoscillum,1.0,1.0,1.0,22341.0
g__Mariprofundus,1.0,1.0,1.0,3779.0
g__Maritimimonas,0.0,0.0,1.0,36.0
g__Massilia,1.0,1.0,1.0,314.0
g__Megamonas,1.0,1.0,1.0,154.0
g__Methanolinea,0.0,0.0,1.0,5.0
g__Methylobacter,0.0,0.0,1.0,29.0
g__Methylobacterium-Methylorubrum,1.0,1.0,0.0,50.0
g__Methylorosula,1.0,0.0,0.0,14.0
g__Methylotenera,0.0,1.0,0.0,187.0
g__Methyloversatilis,1.0,0.0,0.0,27.0
g__Milano-WF1B-03,1.0,1.0,1.0,845.0
g__Mitochondria,1.0,1.0,1.0,28359.0
g__Monoglobus,1.0,0.0,0.0,10.0
g__Moraxellaceae,1.0,1.0,0.0,38.0
g__Moritella,1.0,0.0,1.0,710.0
g__Muribaculaceae,1.0,0.0,0.0,16.0
g__Muricauda,1.0,0.0,0.0,40.0
g__Mycobacterium,1.0,1.0,0.0,78.0
g__NB1-j,1.0,1.0,1.0,8948.0
g__NK4A214_group,1.0,0.0,0.0,31.0
g__NKB15,0.0,1.0,0.0,14.0
g__NRL2,0.0,1.0,1.0,39.0
g__NS10_marine_group,1.0,1.0,1.0,7286.0
g__NS11-12_marine_group,1.0,1.0,1.0,61287.0
g__NS2b_marine_group,1.0,1.0,1.0,17262.0
g__NS3a_marine_group,1.0,1.0,1.0,206260.0
g__NS4_marine_group,1.0,1.0,1.0,67205.0
g__NS5_marine_group,1.0,1.0,1.0,150752.0
g__NS7_marine_group,1.0,1.0,1.0,12303.0
g__NS9_marine_group,1.0,1.0,1.0,204767.0
g__Nevskia,1.0,1.0,1.0,1994.0
g__Nisaea,0.0,1.0,0.0,17.0
g__Nitrosomonas,1.0,1.0,1.0,7140.0
g__Nitrospina,1.0,1.0,1.0,11926.0
g__Nitrospira,1.0,0.0,0.0,12.0
g__Nocardioides,1.0,1.0,1.0,370.0
g__Novosphingobium,1.0,1.0,0.0,100.0
g__OCS116_clade,1.0,1.0,1.0,13343.0
g__OLB12,0.0,1.0,0.0,7.0
g__OM182_clade,1.0,1.0,1.0,28073.0
g__OM190,1.0,1.0,1.0,234508.0
g__OM27_clade,1.0,1.0,1.0,20405.0
g__OM43_clade,1.0,1.0,1.0,76604.0
g__OM60(NOR5)_clade,1.0,1.0,1.0,6057.0
g__OM75_clade,0.0,1.0,1.0,6927.0
g__Obscuribacteraceae,1.0,1.0,1.0,101.0
g__Occallatibacter,1.0,1.0,1.0,16.0
g__Oceanococcus,1.0,1.0,1.0,335.0
g__Ochrobactrum,1.0,0.0,0.0,8.0
g__Octadecabacter,0.0,1.0,1.0,3888.0
g__Odoribacter,1.0,1.0,1.0,75.0
g__Oleiphilus,1.0,1.0,1.0,503.0
g__Oleispira,1.0,1.0,0.0,359.0
g__Oligoflexus,0.0,0.0,1.0,2.0
g__Olleya,1.0,0.0,0.0,120.0
g__Omnitrophales,0.0,1.0,1.0,29.0
g__Oscillibacter,0.0,1.0,0.0,39.0
g__P3OB-42,1.0,1.0,1.0,954.0
g__PAUC34f,0.0,1.0,1.0,2010.0
g__PB19,1.0,1.0,1.0,2184.0
g__PHOS-HE36,1.0,0.0,0.0,28.0
g__Paludibacter,1.0,1.0,1.0,315.0
g__Pantoea,0.0,0.0,1.0,383.0
g__Parabacteroides,1.0,1.0,1.0,392.0
g__Paraprevotella,0.0,1.0,0.0,2.0
g__Parasphingopyxis,1.0,0.0,0.0,9.0
g__Parasutterella,0.0,1.0,1.0,30.0
g__PeM15,0.0,1.0,1.0,1405.0
g__Pedobacter,1.0,1.0,1.0,922.0
g__Pelagicoccus,0.0,1.0,0.0,229.0
g__Pelosinus,1.0,1.0,1.0,155.0
g__Peredibacter,1.0,1.0,1.0,1340.0
g__Persicirhabdus,1.0,1.0,1.0,16109.0
g__Persicitalea,1.0,1.0,1.0,187.0
g__Phascolarctobacterium,1.0,1.0,1.0,197.0
g__Phenylobacterium,1.0,1.0,0.0,142.0
g__Photobacterium,1.0,1.0,0.0,44.0
g__Phycisphaera,0.0,1.0,0.0,2.0
g__Pir4_lineage,1.0,0.0,1.0,143.0
g__Pirellula,0.0,1.0,0.0,4.0
g__Pla3_lineage,1.0,0.0,0.0,42.0
g__Pla4_lineage,1.0,0.0,0.0,37.0
g__Planctomicrobium,1.0,1.0,1.0,17786.0
g__Planctopirus,0.0,1.0,0.0,36.0
g__Planktomarina,1.0,1.0,1.0,176687.0
g__Planktotalea,1.0,1.0,1.0,16209.0
g__Pleurocapsa_PCC-7319,1.0,0.0,0.0,18.0
g__Polaribacter,1.0,1.0,1.0,158690.0
g__Polaromonas,1.0,1.0,1.0,2372.0
g__Polycyclovorans,1.0,1.0,1.0,4574.0
g__Polynucleobacter,1.0,1.0,1.0,6050.0
g__Ponticaulis,0.0,1.0,1.0,81.0
g__Portibacter,1.0,0.0,0.0,12.0
g__Porticoccus,1.0,1.0,1.0,13070.0
g__Prevotella,0.0,1.0,0.0,90.0
g__Prevotella_7,1.0,1.0,1.0,72.0
g__Prevotella_9,1.0,1.0,1.0,5774.0
g__Prolixibacteraceae,1.0,0.0,0.0,11.0
g__Propionigenium,1.0,0.0,1.0,33.0
g__Pseudarcicella,1.0,1.0,1.0,459.0
g__Pseudarcobacter,1.0,0.0,1.0,21.0
g__Pseudoalteromonas,1.0,1.0,1.0,3721.0
g__Pseudofulvibacter,1.0,1.0,1.0,710.0
g__Pseudohongiella,1.0,1.0,1.0,77835.0
g__Pseudolabrys,0.0,1.0,0.0,13.0
g__Pseudomonas,1.0,1.0,1.0,2241.0
g__Pseudonocardia,1.0,0.0,0.0,18.0
g__Pseudooceanicola,1.0,0.0,1.0,65.0
g__Pseudoxanthomonas,1.0,1.0,0.0,14.0
g__Psychrilyobacter,1.0,1.0,1.0,1821.0
g__Psychrobacter,0.0,0.0,1.0,355.0
g__Psychromonas,1.0,1.0,1.0,1258.0
g__Psychrosphaera,0.0,0.0,1.0,18.0
g__R76-B128,1.0,1.0,0.0,264.0
g__R7C24,1.0,1.0,1.0,163.0
g__RBG-16-49-21,1.0,0.0,0.0,7.0
g__RF39,0.0,1.0,0.0,15.0
g__RS62_marine_group,1.0,1.0,1.0,36564.0
g__Reichenbachiella,1.0,1.0,0.0,17.0
g__Reinekea,0.0,1.0,0.0,72.0
g__Reyranella,1.0,1.0,1.0,391.0
g__Rhodococcus,1.0,1.0,1.0,170.0
g__Rhodoferax,1.0,1.0,1.0,7230.0
g__Rhodopila,1.0,0.0,0.0,5.0
g__Rhodopirellula,1.0,1.0,1.0,723.0
g__Rhodovastum,1.0,0.0,0.0,18.0
g__Rickettsiella,1.0,1.0,1.0,114.0
g__Rikenellaceae,0.0,1.0,0.0,3.0
g__Rivicola,1.0,1.0,1.0,569.0
g__Romboutsia,1.0,1.0,1.0,38.0
g__Roseburia,0.0,1.0,1.0,88.0
g__Roseiarcus,1.0,0.0,0.0,3.0
g__Roseibacillus,1.0,1.0,1.0,3583.0
g__Roseimarinus,1.0,0.0,0.0,24.0
g__Roseivirga,1.0,1.0,0.0,80.0
g__Roseobacter_clade_NAC11-7_lineage,1.0,1.0,1.0,15705.0
g__Roseococcus,1.0,1.0,1.0,201.0
g__Roseomonas,0.0,1.0,0.0,13.0
g__Rubidimonas,1.0,1.0,1.0,249.0
g__Rubinisphaera,1.0,0.0,0.0,668.0
g__Rubripirellula,1.0,1.0,1.0,8314.0
g__Rubrivirga,1.0,1.0,0.0,70.0
g__Ruminococcus,0.0,1.0,1.0,100.0
g__Runella,1.0,0.0,0.0,20.0
g__Rurimicrobium,1.0,0.0,1.0,26.0
g__S25-593,0.0,1.0,1.0,250.0
g__SAR116_clade,0.0,1.0,1.0,31892.0
g__SAR202_clade,0.0,1.0,1.0,3059.0
g__SAR324_clade(Marine_group_B),1.0,1.0,1.0,33210.0
g__SAR86_clade,1.0,1.0,1.0,48410.0
g__SAR92_clade,1.0,1.0,1.0,35011.0
g__SCGC_AAA011-D5,1.0,1.0,1.0,301.0
g__SCGC_AAA164-E04,1.0,1.0,1.0,3248.0
g__SEEP-SRB1,1.0,0.0,1.0,244.0
g__SH-PL14,1.0,0.0,0.0,18.0
g__SH3-11,1.0,1.0,1.0,9.0
g__SL56_marine_group,0.0,1.0,0.0,7.0
g__SM1A02,1.0,0.0,0.0,47.0
g__SM23-31,0.0,1.0,0.0,2.0
g__SM2D12,0.0,0.0,1.0,12.0
g__SS1-B-07-19,0.0,1.0,1.0,4333.0
g__SUP05_cluster,1.0,1.0,1.0,312191.0
g__Saccharimonadales,0.0,0.0,1.0,388.0
g__Saccharospirillaceae,0.0,1.0,1.0,537.0
g__Salegentibacter,1.0,0.0,0.0,10.0
g__Salinirepens,1.0,1.0,1.0,427.0
g__Salinisphaera,1.0,1.0,1.0,8977.0
g__Schlesneria,1.0,1.0,1.0,92.0
g__Sediminibacterium,1.0,1.0,1.0,2231.0
g__Selenomonas,0.0,1.0,0.0,5.0
g__Sericytochromatia,0.0,1.0,0.0,2.0
g__Serratia,1.0,0.0,0.0,11.0
g__Shewanella,1.0,1.0,1.0,556.0
g__Simplicispira,0.0,1.0,0.0,99.0
g__Sinobacterium,0.0,0.0,1.0,34.0
g__Smithella,1.0,1.0,1.0,41.0
g__Sneathiella,1.0,0.0,0.0,26.0
g__Sphaerochaeta,1.0,1.0,0.0,265.0
g__Sphaerotilus,1.0,0.0,0.0,162.0
g__Sphingobium,1.0,1.0,0.0,169.0
g__Sphingomonas,1.0,1.0,1.0,1085.0
g__Sphingopyxis,1.0,1.0,1.0,1343.0
g__Sphingorhabdus,1.0,1.0,1.0,153.0
g__Spongiibacter,1.0,1.0,1.0,336.0
g__Stappiaceae,1.0,0.0,1.0,49.0
g__Stenotrophomonas,1.0,1.0,1.0,1860.0
g__Streptococcus,0.0,1.0,1.0,67.0
g__Subdoligranulum,1.0,1.0,1.0,372.0
g__Subgroup_10,1.0,1.0,0.0,47.0
g__Subgroup_11,1.0,0.0,0.0,2.0
g__Subgroup_17,1.0,0.0,1.0,19.0
g__Subgroup_2,0.0,1.0,1.0,62.0
g__Subgroup_22,1.0,1.0,1.0,81.0
g__Subgroup_23,0.0,0.0,1.0,189.0
g__Subgroup_26,1.0,0.0,0.0,14.0
g__Subgroup_5,0.0,1.0,0.0,9.0
g__Subgroup_7,0.0,0.0,1.0,10.0
g__Succinivibrio,0.0,1.0,0.0,7.0
g__Sulfitobacter,1.0,1.0,1.0,148323.0
g__Sulfurimonas,0.0,1.0,1.0,121.0
g__Sumerlaea,0.0,0.0,1.0,12.0
g__Sutterella,0.0,1.0,0.0,16.0
g__Sva0485,0.0,0.0,1.0,17.0
g__Sva0996_marine_group,1.0,1.0,1.0,3774.0
g__Synechococcus_CC9902,1.0,1.0,1.0,2656.0
g__Syner-01,1.0,0.0,0.0,3.0
g__Syntrophorhabdus,0.0,0.0,1.0,7.0
g__T34,1.0,0.0,0.0,105.0
g__TRA3-20,0.0,1.0,1.0,157.0
g__TTA-B1,1.0,0.0,0.0,2.0
g__Taeseokella,1.0,1.0,1.0,2852.0
g__Taibaiella,0.0,0.0,1.0,8.0
g__Tateyamaria,0.0,1.0,0.0,225.0
g__Terrimicrobium,0.0,1.0,0.0,2.0
g__Thalassospira,1.0,1.0,1.0,2438.0
g__Thermomonas,1.0,0.0,0.0,60.0
g__Thermovirga,1.0,0.0,0.0,115.0
g__Tolumonas,1.0,1.0,1.0,287.0
g__Treponema,0.0,1.0,0.0,2.0
g__Trichococcus,1.0,1.0,1.0,162.0
g__Tundrisphaera,0.0,0.0,1.0,7.0
