Genus,L10,S10,W10,feature_frequency
g__C39,0.0,1.0,1.0,29.0
g__CHAB-XI-27,0.0,0.0,1.0,143.0
g__CL500-29_marine_group,1.0,0.0,0.0,13.0
g__CL500-3,1.0,1.0,1.0,10243.0
g__Caecitellus,0.0,1.0,0.0,8.0
g__Calanoida,1.0,1.0,1.0,2760.0
g__Calditrichaceae,1.0,0.0,0.0,32.0
g__Candidatus_Actinomarina,1.0,1.0,1.0,22266.0
g__Candidatus_Amoebophilus,0.0,0.0,1.0,2.0
g__Candidatus_Aquiluna,0.0,1.0,1.0,3382.0
g__Candidatus_Bacilloplasma,0.0,1.0,0.0,10.0
g__Candidatus_Berkiella,1.0,1.0,0.0,355.0
g__Candidatus_Endoecteinascidia,1.0,1.0,1.0,138.0
g__Candidatus_Koribacter,0.0,1.0,0.0,3.0
g__Candidatus_Latescibacter,1.0,0.0,0.0,13.0
g__Candidatus_Megaira,1.0,1.0,1.0,909.0
g__Candidatus_Methylopumilus,1.0,1.0,1.0,849.0
g__Candidatus_Nitrosopelagicus,0.0,1.0,1.0,540.0
g__Candidatus_Nitrosopumilus,1.0,1.0,1.0,241424.0
g__Candidatus_Omnitrophus,0.0,1.0,1.0,559.0
g__Candidatus_Paraholospora,1.0,0.0,0.0,2.0
g__Candidatus_Puniceispirillum,1.0,1.0,1.0,8479.0
g__Candidatus_Tenderia,0.0,1.0,1.0,150.0
g__Candidatus_Udaeobacter,1.0,0.0,0.0,2.0
g__Capitellida,0.0,0.0,1.0,177.0
g__Cavicella,1.0,0.0,0.0,52.0
g__Cellvibrio,0.0,1.0,1.0,129.0
g__Cephaloticoccus,0.0,1.0,0.0,8.0
g__Cerasicoccus,1.0,0.0,1.0,31.0
g__Chaetoceros,1.0,1.0,1.0,821.0
g__Chloroplast,1.0,1.0,1.0,721306.0
g__Christensenellaceae_R-7_group,1.0,1.0,1.0,187.0
g__Chryseobacterium,1.0,1.0,1.0,1362.0
g__Chrysochromulina,1.0,1.0,1.0,54.0
g__Chrysophyceae,1.0,1.0,0.0,70.0
g__Chthoniobacter,0.0,0.0,1.0,7.0
g__Cinetochilum,1.0,0.0,0.0,2.0
g__Clade_II,1.0,1.0,1.0,67307.0
g__Clade_III,1.0,1.0,1.0,4895.0
g__Clade_IV,1.0,1.0,1.0,1990.0
g__Clade_Ia,1.0,1.0,1.0,221714.0
g__Clade_Ib,0.0,1.0,1.0,620.0
g__Clavibacter,0.0,1.0,0.0,107.0
g__Cloacibacterium,0.0,1.0,1.0,32.0
g__Clostridia_vadinBB60_group,0.0,0.0,1.0,16.0
g__Clostridium_sensu_stricto_1,0.0,1.0,1.0,15.0
g__Clostridium_sensu_stricto_13,1.0,1.0,0.0,138.0
g__Cm1-21,1.0,1.0,1.0,4714.0
g__Cocleimonas,0.0,0.0,1.0,15.0
g__Colidextribacter,0.0,1.0,0.0,21.0
g__Colwellia,1.0,1.0,1.0,101004.0
g__Comamonas,1.0,1.0,1.0,122.0
g__Coprococcus,0.0,0.0,1.0,9.0
g__Coxiella,1.0,1.0,1.0,1655.0
g__Croceibacter,1.0,1.0,1.0,359.0
g__Croceicoccus,1.0,1.0,1.0,509.0
g__Crocinitomix,1.0,1.0,1.0,32718.0
g__Cryomorpha,1.0,0.0,0.0,5.0
g__Cryothecomonas,1.0,1.0,1.0,41.0
g__Cryptocaryon,1.0,1.0,0.0,134.0
g__Cryptomonadales,1.0,0.0,1.0,27.0
g__Curvibacter,0.0,1.0,0.0,2435.0
g__Cyclobacterium,0.0,1.0,0.0,17.0
g__Cycloclasticus,1.0,1.0,1.0,88.0
g__Cyclopoida,1.0,1.0,1.0,1119.0
g__Cydippida,0.0,0.0,1.0,418.0
g__Cytophaga,1.0,0.0,0.0,25.0
g__D2P04A09,0.0,1.0,0.0,2.0
g__DEV007,1.0,1.0,1.0,9354.0
g__Dadabacteriales,0.0,1.0,1.0,3990.0
g__Dechloromonas,1.0,1.0,1.0,948.0
g__Defluviitaleaceae_UCG-011,1.0,0.0,1.0,14.0
g__Desulfatiglans,0.0,0.0,1.0,148.0
g__Desulfofrigus,0.0,0.0,1.0,482.0
g__Desulfomicrobium,0.0,0.0,1.0,2.0
g__Desulfoplanes,0.0,0.0,1.0,3.0
g__Desulforhopalus,1.0,0.0,0.0,34.0
g__Desulfosarcina,1.0,0.0,1.0,66.0
g__Desulfovibrio,1.0,0.0,1.0,53.0
g__Dialister,1.0,1.0,1.0,55.0
g__Diaphanoeca,1.0,0.0,1.0,34.0
g__Dinghuibacter,1.0,0.0,0.0,3.0
g__Dokdonella,1.0,0.0,1.0,97.0
g__Dorea,1.0,1.0,0.0,161.0
g__Draconibacterium,1.0,0.0,1.0,137.0
g__Dyadobacter,1.0,0.0,0.0,57.0
g__Dyella,1.0,1.0,1.0,5737.0
g__Dysgonomonas,1.0,0.0,1.0,9.0
g__EF100-94H03,1.0,1.0,1.0,920.0
g__EPR3968-O8a-Bc78,0.0,1.0,0.0,16.0
g__EV818SWSAP88,1.0,0.0,1.0,175.0
g__Echiuroinea,1.0,0.0,0.0,2.0
g__Edaphobacter,0.0,0.0,1.0,3.0
g__Edaphobaculum,1.0,0.0,0.0,84.0
g__Empedobacter,1.0,0.0,0.0,23.0
g__Emticicia,1.0,0.0,0.0,8.0
g__Enhydrobacter,1.0,0.0,1.0,48.0
g__Enterococcus,0.0,0.0,1.0,7.0
g__Erysipelatoclostridium,1.0,0.0,0.0,5.0
g__Erysipelotrichaceae_UCG-003,1.0,1.0,1.0,45.0
g__Erythrobacter,1.0,1.0,1.0,2619.0
g__Escherichia-Shigella,1.0,1.0,0.0,53.0
g__Esquamula,1.0,0.0,0.0,8.0
g__Eucampia,1.0,0.0,0.0,13.0
g__Eudoraea,1.0,0.0,1.0,132.0
g__Euzebya,1.0,0.0,1.0,21.0
g__Exophiala,0.0,1.0,1.0,23.0
g__FCPU426,0.0,0.0,1.0,13.0
g__FGL7S,0.0,0.0,1.0,4.0
g__FS140-16B-02_marine_group,1.0,1.0,1.0,2762.0
g__Fabibacter,0.0,1.0,0.0,9.0
g__Faecalibacterium,1.0,1.0,1.0,1393.0
g__Fermentibacteraceae,1.0,0.0,0.0,41.0
g__Ferruginibacter,1.0,0.0,0.0,137.0
g__Filomicrobium,1.0,1.0,1.0,1237.0
g__Flavicella,0.0,1.0,0.0,79.0
g__Flavobacterium,1.0,1.0,1.0,7018.0
g__Flectobacillus,0.0,0.0,1.0,40.0
g__Florenciella,0.0,1.0,1.0,21.0
g__Fluviicola,1.0,1.0,1.0,155740.0
g__Formosa,1.0,1.0,1.0,13145.0
g__Fournierella,0.0,0.0,1.0,4.0
g__Francisella,0.0,1.0,0.0,73.0
g__Fuerstia,1.0,1.0,1.0,33234.0
g__FukuN57,0.0,1.0,0.0,3.0
g__Fusicatenibacter,1.0,1.0,1.0,123.0
g__GIF9,0.0,1.0,0.0,2.0
g__GKS98_freshwater_group,1.0,1.0,1.0,196.0
g__GW2011_GWC1_47_15,0.0,1.0,0.0,19.0
g__Ga0077536,1.0,1.0,1.0,2463.0
g__Gemmata,1.0,1.0,0.0,49.0
g__Gimesia,1.0,1.0,1.0,6999.0
g__Glaciecola,1.0,1.0,1.0,32325.0
g__Gramella,0.0,1.0,0.0,154.0
g__Granulosicoccus,1.0,0.0,0.0,54.0
g__Guinardia,1.0,0.0,0.0,6.0
g__Gymnodinium,1.0,0.0,1.0,195.0
g__Gyrodinium,1.0,0.0,1.0,1848.0
g__HOC36,1.0,1.0,1.0,679.0
g__Halioglobus,1.0,1.0,1.0,5950.0
g__Halobacteriovorax,1.0,1.0,1.0,6464.0
g__Halomonas,1.0,1.0,1.0,407.0
g__Haplozoon,1.0,0.0,1.0,74.0
g__Haptolina,1.0,0.0,0.0,6.0
g__Hellea,0.0,1.0,1.0,101.0
g__Hemiselmis,1.0,1.0,1.0,43.0
g__Henriciella,0.0,1.0,1.0,244.0
g__Hoeflea,0.0,1.0,0.0,29.0
g__Holdemanella,1.0,1.0,0.0,29.0
g__Hydrogenedensaceae,1.0,1.0,1.0,1759.0
g__Hydrogenophaga,0.0,1.0,1.0,4512.0
g__Hydropunctaria,1.0,0.0,0.0,3.0
g__Hydrotalea,1.0,1.0,1.0,1843.0
g__Hymenobacter,1.0,0.0,0.0,6.0
g__Hymenoptera,1.0,1.0,0.0,317.0
g__Hyphomonas,1.0,1.0,1.0,527.0
g__Hypnocyclicus,1.0,1.0,1.0,321.0
g__IS-44,1.0,1.0,1.0,6073.0
g__Iainarchaeales,0.0,1.0,0.0,2.0
g__Idiomarina,1.0,1.0,1.0,373.0
g__Ignavibacterium,1.0,0.0,0.0,10.0
g__IheB3-7,1.0,0.0,0.0,34.0
g__Ilumatobacter,1.0,1.0,1.0,1007.0
g__Incertae_Sedis,0.0,1.0,0.0,17.0
g__Intestinibacter,1.0,0.0,0.0,4.0
g__Izemoplasmatales,0.0,1.0,0.0,47.0
g__JG30-KF-CM66,0.0,1.0,1.0,54.0
g__JG36-TzT-191,0.0,0.0,1.0,34.0
g__JL-ETNP-F27,1.0,1.0,1.0,1101.0
g__JS1,1.0,0.0,1.0,18.0
g__JTB23,0.0,1.0,1.0,248.0
g__Janthinobacterium,1.0,1.0,1.0,1400.0
g__Jiella,0.0,0.0,1.0,10.0
g__KD3-93,1.0,0.0,0.0,61.0
g__KF-JG30-B3,1.0,1.0,1.0,680.0
g__KI89A_clade,1.0,1.0,1.0,5438.0
g__Kapabacteriales,0.0,0.0,1.0,53.0
g__Karlodinium,1.0,0.0,0.0,261.0
g__Katablepharis,1.0,0.0,0.0,20.0
g__Kordiimonas,0.0,1.0,1.0,2284.0
g__LCP-89,1.0,0.0,1.0,113.0
g__LD1-PA32,0.0,1.0,0.0,7.0
g__LD1-PB3,1.0,0.0,0.0,2.0
g__LS-NOB,1.0,1.0,1.0,148682.0
g__Labilibacter,1.0,0.0,0.0,15.0
g__Lachnoclostridium,0.0,0.0,1.0,31.0
g__Lachnospiraceae_NK4A136_group,0.0,0.0,1.0,50.0
g__Lacihabitans,1.0,0.0,1.0,49.0
g__Lactococcus,1.0,1.0,1.0,421.0
g__Lamprocystis,1.0,0.0,0.0,6.0
g__Latescibacteraceae,0.0,1.0,0.0,15.0
g__Latescibacterota,1.0,0.0,1.0,500.0
g__Leeuwenhoekiella,1.0,0.0,1.0,393.0
g__Legionella,1.0,1.0,1.0,836.0
g__Lentibacter,1.0,1.0,1.0,1825.0
g__Lentilitoribacter,1.0,0.0,0.0,18.0
g__Lentimicrobiaceae,1.0,0.0,1.0,142.0
g__Lentimonas,1.0,1.0,1.0,2606.0
g__Lentisphaera,1.0,1.0,0.0,104.0
g__Leptotrichia,1.0,1.0,1.0,1111.0
g__Leucocryptos,1.0,0.0,0.0,61.0
g__Leucothrix,1.0,0.0,0.0,27.0
g__Lewinella,1.0,1.0,1.0,29531.0
g__Limnobacter,0.0,1.0,1.0,1488.0
g__Limnohabitans,0.0,1.0,1.0,218.0
g__Limosilactobacillus,1.0,1.0,0.0,5.0
g__Lineage_IIb,0.0,1.0,1.0,8.0
g__Lineage_IIc,0.0,1.0,0.0,4.0
g__Lineage_IV,0.0,1.0,0.0,39.0
g__Litoricola,0.0,1.0,1.0,877.0
g__Luminiphilus,1.0,1.0,1.0,5481.0
g__Luteibacter,1.0,1.0,1.0,153.0
g__Luteibaculum,1.0,1.0,1.0,1248.0
g__Luteimonas,1.0,1.0,0.0,13.0
g__Luteivirga,1.0,0.0,0.0,2.0
g__Lutibacter,1.0,0.0,0.0,213.0
g__Lutimonas,1.0,0.0,1.0,282.0
g__MAST-12A,0.0,1.0,0.0,25.0
g__MAST-12B,0.0,0.0,1.0,9.0
g__MAST-1A,1.0,1.0,1.0,877.0
g__MAST-1B,0.0,1.0,1.0,292.0
g__MAST-1C,1.0,1.0,1.0,143.0
g__MAST-2,1.0,1.0,1.0,134.0
g__MAST-3B,1.0,0.0,0.0,5.0
g__MAST-3E,1.0,1.0,1.0,16.0
g__MAST-3F,0.0,1.0,0.0,2.0
g__MAST-3I,0.0,1.0,0.0,8.0
g__MAST-4,0.0,1.0,1.0,133.0
g__MAST-4D,0.0,0.0,1.0,4.0
g__MAST-6,1.0,1.0,0.0,59.0
g__MAST-7A,1.0,1.0,1.0,272.0
g__MAST-7B,0.0,1.0,1.0,15.0
g__MAST-8,0.0,1.0,1.0,21.0
g__MAT-CR-H4-C10,0.0,0.0,1.0,4.0
g__MB11C04_marine_group,0.0,1.0,1.0,332.0
g__MD3-55,1.0,1.0,1.0,1233.0
g__ML602J-51,1.0,1.0,1.0,101.0
g__MND1,0.0,1.0,0.0,47.0
g__MSB-1D1,1.0,0.0,0.0,41.0
g__MSBL3,1.0,1.0,0.0,85.0
g__MSBL7,0.0,1.0,0.0,2.0
g__MSBL8,1.0,0.0,0.0,22.0
g__MWH-Ta3,1.0,0.0,0.0,3.0
g__Macellibacteroides,1.0,0.0,0.0,90.0
g__Magnetospira,1.0,1.0,1.0,19749.0
g__Magnoliophyta,0.0,0.0,1.0,147.0
g__Margulisbacteria,0.0,1.0,1.0,269.0
g__Maribacter,1.0,0.0,0.0,105.0
g__Marinagarivorans,0.0,1.0,0.0,36.0
g__Marine_Group_II,1.0,1.0,1.0,50782.0
g__Marine_Group_III,0.0,1.0,0.0,34.0
g__Marinicella,1.0,0.0,0.0,40.0
g__Marinifilum,1.0,1.0,1.0,1672.0
g__Marinimicrobia_(SAR406_clade),1.0,1.0,1.0,34150.0
g__Marinobacter,1.0,1.0,1.0,1147.0
g__Marinomonas,1.0,0.0,0.0,43.0
g__Marinoscillum,1.0,1.0,1.0,22341.0
g__Mariprofundus,1.0,1.0,1.0,3779.0
g__Maritimimonas,1.0,0.0,0.0,36.0
g__Marixanthomonas,1.0,0.0,0.0,7.0
g__Massilia,1.0,1.0,1.0,314.0
g__Megamonas,1.0,1.0,1.0,154.0
g__Methylobacter,0.0,1.0,1.0,29.0
g__Methylobacterium-Methylorubrum,1.0,1.0,0.0,50.0
g__Methylotenera,1.0,1.0,0.0,187.0
g__Micavibrionales,0.0,1.0,0.0,2.0
g__Microbacterium,0.0,0.0,1.0,3.0
g__Micromonas,0.0,1.0,1.0,620.0
g__Milano-WF1B-03,0.0,1.0,1.0,845.0
g__Mitochondria,1.0,1.0,1.0,28359.0
g__Moraxellaceae,0.0,1.0,1.0,38.0
g__Moritella,1.0,1.0,0.0,710.0
g__Muribaculaceae,1.0,0.0,1.0,16.0
g__Muricauda,1.0,1.0,1.0,40.0
g__Mycobacterium,1.0,0.0,0.0,78.0
g__Myoida,1.0,0.0,0.0,8.0
g__Myrionecta,1.0,1.0,0.0,22.0
g__NB1-j,1.0,1.0,1.0,8948.0
g__NK4A214_group,1.0,0.0,0.0,31.0
g__NKB15,0.0,0.0,1.0,14.0
g__NRL2,0.0,1.0,0.0,39.0
g__NS10_marine_group,1.0,1.0,1.0,7286.0
g__NS11-12_marine_group,1.0,1.0,1.0,61287.0
g__NS2b_marine_group,1.0,1.0,1.0,17262.0
g__NS3a_marine_group,1.0,1.0,1.0,206260.0
g__NS4_marine_group,1.0,1.0,1.0,67205.0
g__NS5_marine_group,1.0,1.0,1.0,150752.0
g__NS7_marine_group,1.0,1.0,1.0,12303.0
g__NS9_marine_group,1.0,1.0,1.0,204767.0
g__Nannocystaceae,1.0,0.0,0.0,26.0
g__Navicula,1.0,0.0,0.0,2.0
g__Neoceratium,1.0,0.0,0.0,6.0
g__Nevskia,1.0,1.0,1.0,1994.0
g__Nisaea,0.0,1.0,1.0,17.0
g__Nitrosomonas,1.0,1.0,1.0,7140.0
g__Nitrospina,0.0,1.0,1.0,11926.0
g__Nocardioides,1.0,1.0,1.0,370.0
g__Novel_Clade_2,1.0,0.0,0.0,75.0
g__Novosphingobium,1.0,1.0,0.0,100.0
g__OCS116_clade,0.0,1.0,1.0,13343.0
g__OLB12,1.0,0.0,0.0,7.0
g__OLI51059,0.0,0.0,1.0,4.0
g__OM182_clade,1.0,1.0,1.0,28073.0
g__OM190,1.0,1.0,1.0,234508.0
g__OM27_clade,1.0,1.0,1.0,20405.0
g__OM43_clade,1.0,1.0,1.0,76604.0
g__OM60(NOR5)_clade,1.0,1.0,1.0,6057.0
g__OM75_clade,0.0,1.0,1.0,6927.0
g__Obscuribacteraceae,1.0,1.0,1.0,101.0
g__Oceanococcus,1.0,1.0,1.0,335.0
g__Octadecabacter,1.0,1.0,1.0,3888.0
g__Odoribacter,1.0,1.0,1.0,75.0
g__Oleiphilus,1.0,1.0,1.0,503.0
g__Oleispira,0.0,1.0,0.0,359.0
g__Olleya,0.0,1.0,0.0,120.0
g__Omnitrophales,0.0,1.0,0.0,29.0
g__Oscillibacter,0.0,0.0,1.0,39.0
g__Ostreococcus,0.0,0.0,1.0,4.0
g__P.palmC41,0.0,0.0,1.0,53.0
g__P3OB-42,1.0,1.0,1.0,954.0
g__PAUC26f,0.0,0.0,1.0,2.0
g__PAUC34f,1.0,1.0,1.0,2010.0
g__PB19,1.0,1.0,1.0,2184.0
g__PHOS-HE36,1.0,0.0,0.0,28.0
g__PRD18C08,0.0,1.0,0.0,39.0
g__PS1_clade,1.0,0.0,0.0,4.0
g__Pajaroellobacter,1.0,0.0,0.0,12.0
g__Palpitomonas,1.0,1.0,1.0,104.0
g__Paludibacter,1.0,1.0,1.0,315.0
g__Pantoea,0.0,0.0,1.0,383.0
g__Parabacteroides,1.0,1.0,1.0,392.0
g__Paracoccus,1.0,0.0,1.0,32.0
g__Paradinium,0.0,1.0,0.0,2.0
g__Paraphysomonas,1.0,1.0,1.0,86.0
g__Parasutterella,0.0,1.0,1.0,30.0
g__Parvibaculum,1.0,0.0,0.0,11.0
g__Pav3,1.0,0.0,0.0,2.0
g__PeM15,1.0,1.0,1.0,1405.0
g__Pedinellales,1.0,1.0,1.0,44.0
g__Pedobacter,1.0,1.0,1.0,922.0
g__Pedosphaeraceae,1.0,0.0,0.0,8.0
g__Pelagicoccus,1.0,1.0,1.0,229.0
g__Pelagostrobilidium,1.0,1.0,1.0,149.0
g__Pelosinus,1.0,1.0,0.0,155.0
g__Peptostreptococcus,0.0,1.0,0.0,2.0
g__Peredibacter,1.0,1.0,1.0,1340.0
g__Persicirhabdus,1.0,1.0,1.0,16109.0
g__Persicitalea,1.0,1.0,0.0,187.0
g__Phaeocystis,1.0,1.0,1.0,987.0
g__Phaeodactylibacter,1.0,0.0,0.0,5.0
g__Phascolarctobacterium,1.0,1.0,1.0,197.0
g__Photobacterium,1.0,0.0,0.0,44.0
g__Picochlorum,1.0,0.0,0.0,2.0
g__Picomonadida,0.0,1.0,1.0,36.0
g__Pir4_lineage,1.0,1.0,1.0,143.0
g__Pithites,1.0,1.0,0.0,84.0
g__Pla3_lineage,1.0,0.0,1.0,42.0
g__Pla4_lineage,1.0,0.0,0.0,37.0
g__Planctomicrobium,1.0,1.0,1.0,17786.0
g__Planctopirus,1.0,0.0,0.0,36.0
g__Planktomarina,1.0,1.0,1.0,176687.0
g__Planktotalea,1.0,1.0,1.0,16209.0
g__Pleurocapsa_PCC-7319,1.0,0.0,0.0,18.0
g__Ploimida,1.0,1.0,1.0,68.0
g__Polaribacter,1.0,1.0,1.0,158690.0
g__Polaromonas,1.0,1.0,1.0,2372.0
g__Polycyclovorans,1.0,1.0,1.0,4574.0
g__Polynucleobacter,1.0,1.0,1.0,6050.0
g__Ponticaulis,0.0,1.0,0.0,81.0
g__Pontivivens,1.0,0.0,0.0,42.0
g__Portibacter,1.0,1.0,0.0,12.0
g__Porticoccus,1.0,1.0,1.0,13070.0
g__Prevotella,0.0,1.0,1.0,90.0
g__Prevotella_7,1.0,0.0,1.0,72.0
g__Prevotella_9,1.0,1.0,1.0,5774.0
g__Propionigenium,1.0,0.0,0.0,33.0
g__Proteocatella,1.0,0.0,1.0,6.0
g__Pseudarcicella,1.0,1.0,1.0,459.0
g__Pseudarcobacter,1.0,1.0,0.0,21.0
g__Pseudoalteromonas,1.0,1.0,1.0,3721.0
g__Pseudobacteriovorax,1.0,0.0,0.0,7.0
g__Pseudofulvibacter,1.0,1.0,1.0,710.0
g__Pseudohongiella,1.0,1.0,1.0,77835.0
g__Pseudolabrys,1.0,0.0,0.0,13.0
g__Pseudomonas,1.0,1.0,1.0,2241.0
g__Pseudonocardia,1.0,0.0,0.0,18.0
g__Pseudopirsonia,1.0,0.0,0.0,4.0
g__Pseudotontonia,0.0,1.0,0.0,19.0
g__Psychrilyobacter,1.0,1.0,1.0,1821.0
g__Psychrobacter,1.0,1.0,1.0,355.0
g__Psychromonas,1.0,1.0,1.0,1258.0
g__Psychrosphaera,0.0,1.0,0.0,18.0
g__Puccinia,1.0,1.0,0.0,313.0
g__Pyramimonas,1.0,1.0,1.0,17.0
g__R76-B128,1.0,1.0,1.0,264.0
g__R7C24,1.0,0.0,1.0,163.0
g__RF39,1.0,1.0,1.0,15.0
g__RS62_marine_group,1.0,1.0,1.0,36564.0
g__Reichenbachiella,0.0,1.0,0.0,17.0
g__Reinekea,0.0,1.0,1.0,72.0
g__Reyranella,1.0,1.0,0.0,391.0
g__Rhizobacter,1.0,0.0,0.0,37.0
g__Rhodococcus,1.0,1.0,1.0,170.0
g__Rhodoferax,1.0,1.0,1.0,7230.0
g__Rhodopirellula,1.0,1.0,1.0,723.0
g__Rhodovastum,1.0,1.0,0.0,18.0
g__Rickettsiella,1.0,0.0,0.0,114.0
g__Rikenellaceae_RC9_gut_group,0.0,1.0,1.0,13.0
g__Rimostrombidium,1.0,1.0,1.0,256.0
g__Rivicola,1.0,1.0,1.0,569.0
g__Robiginitalea,1.0,0.0,1.0,49.0
g__Rokubacteriales,0.0,1.0,0.0,4.0
g__Romboutsia,1.0,1.0,0.0,38.0
g__Roseburia,0.0,1.0,0.0,88.0
g__Roseibacillus,1.0,1.0,1.0,3583.0
g__Roseimarinus,1.0,1.0,0.0,24.0
g__Roseobacter_clade_NAC11-7_lineage,1.0,1.0,1.0,15705.0
g__Roseococcus,1.0,1.0,1.0,201.0
g__Roseomonas,1.0,0.0,1.0,13.0
g__Roseovarius,1.0,0.0,0.0,20.0
g__Rs-M47,0.0,1.0,0.0,12.0
g__Rubidimonas,1.0,1.0,1.0,249.0
g__Rubinisphaera,1.0,1.0,0.0,668.0
g__Rubripirellula,1.0,1.0,1.0,8314.0
g__Rubritalea,1.0,0.0,0.0,22.0
g__Rubrivirga,0.0,1.0,1.0,70.0
g__Ruminococcus,1.0,1.0,1.0,100.0
g__S15A-MN91,1.0,0.0,0.0,4.0
g__S25-593,0.0,1.0,1.0,250.0
g__SAR116_clade,1.0,1.0,1.0,31892.0
g__SAR202_clade,0.0,1.0,1.0,3059.0
g__SAR324_clade(Marine_group_B),1.0,1.0,1.0,33210.0
g__SAR86_clade,1.0,1.0,1.0,48410.0
g__SAR92_clade,1.0,1.0,1.0,35011.0
g__SB-5,1.0,0.0,0.0,12.0
g__SBR1031,1.0,0.0,0.0,2.0
g__SCGC_AAA011-D5,1.0,1.0,1.0,301.0
g__SCGC_AAA164-E04,1.0,1.0,1.0,3248.0
g__SEEP-SRB1,1.0,0.0,1.0,244.0
g__SG8-4,1.0,0.0,1.0,112.0
g__SH-PL14,1.0,0.0,0.0,18.0
g__SM1A02,1.0,0.0,1.0,47.0
g__SM23-30,0.0,1.0,0.0,4.0
g__SM2D12,1.0,0.0,1.0,12.0
